owner,name,stars,forks,watchers,isFork,isArchived,languages,languageCount,topics,topicCount,diskUsageKb,pullRequests,issues,description,primaryLanguage,createdAt,pushedAt,defaultBranchCommitCount,license,assignableUserCount,codeOfConduct,forkingAllowed,nameWithOwner,parent,contributors
apache,dubbo,39262,26109,3074,False,False,"[{'name': 'Java', 'size': 15622674}, {'name': 'Mustache', 'size': 62216}, {'name': 'Shell', 'size': 15510}, {'name': 'JavaScript', 'size': 3258}, {'name': 'Lex', 'size': 2076}, {'name': 'Batchfile', 'size': 1959}, {'name': 'Dockerfile', 'size': 1421}]",7,"[{'name': 'dubbo', 'stars': 44}, {'name': 'distributed-systems', 'stars': 345}, {'name': 'framework', 'stars': 31818}, {'name': 'java', 'stars': 147835}, {'name': 'microservices', 'stars': 378}, {'name': 'restful', 'stars': 24}, {'name': 'rpc', 'stars': 83}, {'name': 'grpc', 'stars': 247}, {'name': 'http', 'stars': 36527}, {'name': 'service-mesh', 'stars': 101}]",11,49743,6383,6410,The java implementation of Apache Dubbo. An RPC and microservice framework.,Java,2012-06-19T07:56:02Z,2023-08-17T12:35:34Z,7008.0,Apache License 2.0,71,Contributor Covenant,True,apache/dubbo,,397
jakevdp,PythonDataScienceHandbook,39261,17176,1768,False,False,"[{'name': 'Jupyter Notebook', 'size': 34385162}, {'name': 'Python', 'size': 18426}, {'name': 'HTML', 'size': 14215}, {'name': 'CSS', 'size': 11279}, {'name': 'Less', 'size': 6090}, {'name': 'Makefile', 'size': 4740}]",6,"[{'name': 'scikit-learn', 'stars': 22333}, {'name': 'numpy', 'stars': 623}, {'name': 'python', 'stars': 277238}, {'name': 'jupyter-notebook', 'stars': 35860}, {'name': 'matplotlib', 'stars': 133}, {'name': 'pandas', 'stars': 384}]",6,45159,186,181,Python Data Science Handbook: full text in Jupyter Notebooks,Jupyter Notebook,2016-08-10T14:24:36Z,2023-07-23T04:52:00Z,235.0,MIT License,1,Other,True,jakevdp/PythonDataScienceHandbook,,15
huginn,huginn,39030,3491,731,False,False,"[{'name': 'Ruby', 'size': 1486836}, {'name': 'HTML', 'size': 129309}, {'name': 'JavaScript', 'size': 37403}, {'name': 'Shell', 'size': 12215}, {'name': 'Dockerfile', 'size': 3831}, {'name': 'SCSS', 'size': 3819}, {'name': 'Procfile', 'size': 2328}, {'name': 'Makefile', 'size': 48}]",8,"[{'name': 'automation', 'stars': 1054}, {'name': 'notifications', 'stars': 50}, {'name': 'scraper', 'stars': 149}, {'name': 'webscraping', 'stars': 90}, {'name': 'feedgenerator', 'stars': 8}, {'name': 'rss', 'stars': 218}, {'name': 'agent', 'stars': 40}, {'name': 'monitoring', 'stars': 9085}, {'name': 'feed', 'stars': 26}, {'name': 'twitter-streaming', 'stars': 7}]",12,8648,1237,2061,Create agents that monitor and act on your behalf.  Your agents are standing by!,Ruby,2013-03-10T06:00:31Z,2023-08-17T02:19:22Z,3669.0,MIT License,6,,True,huginn/huginn,,216
dypsilon,frontend-dev-bookmarks,38943,5117,2019,False,False,[],0,"[{'name': 'frontend', 'stars': 49235}, {'name': 'awesome-list', 'stars': 1706}, {'name': 'awesome', 'stars': 68077}, {'name': 'list', 'stars': 119}]",4,1048,331,101,Manually curated collection of resources for frontend web developers.,,2013-06-22T13:23:55Z,2023-03-29T17:32:28Z,390.0,,1,,True,dypsilon/frontend-dev-bookmarks,,95
Dogfalo,materialize,38831,4835,991,False,False,"[{'name': 'JavaScript', 'size': 460979}, {'name': 'CSS', 'size': 154719}, {'name': 'HTML', 'size': 25701}]",3,"[{'name': 'design', 'stars': 922}, {'name': 'css', 'stars': 96882}, {'name': 'framework', 'stars': 31818}, {'name': 'javascript', 'stars': 163762}, {'name': 'material-design', 'stars': 14520}, {'name': 'material', 'stars': 85}, {'name': 'css-framework', 'stars': 189}]",7,164476,1442,5219,"Materialize, a CSS Framework based on Material Design",JavaScript,2014-09-12T19:35:38Z,2023-07-18T14:10:13Z,3878.0,MIT License,2,Other,True,Dogfalo/materialize,,244
grpc,grpc,38733,10403,1371,False,False,"[{'name': 'C++', 'size': 19659329}, {'name': 'Python', 'size': 4096712}, {'name': 'C', 'size': 1365997}, {'name': 'Starlark', 'size': 1059440}, {'name': 'Shell', 'size': 826065}, {'name': 'Objective-C', 'size': 724974}, {'name': 'Ruby', 'size': 662645}, {'name': 'PHP', 'size': 488038}, {'name': 'Cython', 'size': 284661}, {'name': 'Dockerfile', 'size': 202336}]",23,[],0,499678,22929,10890,"The C based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)",C++,2014-12-08T18:58:53Z,2023-08-18T08:11:33Z,53581.0,Apache License 2.0,111,Other,True,grpc/grpc,,313
facebookresearch,llama,38622,6345,364,False,False,"[{'name': 'Python', 'size': 28404}, {'name': 'Shell', 'size': 2171}]",2,[],0,1027,112,569,Inference code for LLaMA models,Python,2023-02-14T09:29:12Z,2023-08-17T09:09:12Z,29.0,Other,52,Contributor Covenant,True,facebookresearch/llama,,48
isocpp,CppCoreGuidelines,38566,5212,1966,False,False,"[{'name': 'Python', 'size': 9035}, {'name': 'Makefile', 'size': 5692}]",2,[],0,26749,1000,1107,"The C++ Core Guidelines are a set of tried-and-true guidelines, rules, and best practices about coding in C++",Python,2015-08-19T20:22:52Z,2023-08-18T02:04:37Z,2113.0,Other,9,,True,isocpp/CppCoreGuidelines,,314
dcloudio,uni-app,38492,3535,507,False,False,"[{'name': 'JavaScript', 'size': 3592620}, {'name': 'Vue', 'size': 496380}, {'name': 'HTML', 'size': 375160}, {'name': 'CSS', 'size': 54297}, {'name': 'TypeScript', 'size': 32425}]",5,"[{'name': 'uni-app', 'stars': 35}, {'name': 'vue', 'stars': 57868}, {'name': 'mpvue', 'stars': 5}, {'name': 'miniprogram', 'stars': 56}, {'name': 'javascript', 'stars': 163762}, {'name': 'uniapp', 'stars': 19}, {'name': 'uni', 'stars': 4}, {'name': 'hbuilderx', 'stars': 0}, {'name': 'vue3', 'stars': 110}, {'name': 'android', 'stars': 139799}]",13,1652891,341,4039,A cross-platform framework using Vue.js,JavaScript,2018-07-12T08:52:39Z,2023-08-18T07:53:51Z,10229.0,Apache License 2.0,19,,True,dcloudio/uni-app,,22
discourse,discourse,38466,8073,897,False,False,"[{'name': 'Ruby', 'size': 17134255}, {'name': 'JavaScript', 'size': 7424948}, {'name': 'HTML', 'size': 1527792}, {'name': 'Handlebars', 'size': 1423361}, {'name': 'SCSS', 'size': 865434}, {'name': 'Mustache', 'size': 29627}, {'name': 'Shell', 'size': 12371}, {'name': 'CSS', 'size': 171}, {'name': 'Procfile', 'size': 151}]",9,"[{'name': 'discourse', 'stars': 13}, {'name': 'javascript', 'stars': 163762}, {'name': 'rails', 'stars': 11577}, {'name': 'ruby', 'stars': 20334}, {'name': 'ember', 'stars': 6276}, {'name': 'forum', 'stars': 64}, {'name': 'postgresql', 'stars': 30547}]",7,582411,22594,0,"A platform for community discussion. Free, open, simple.",Ruby,2013-01-12T00:25:55Z,2023-08-18T09:01:22Z,50657.0,GNU General Public License v2.0,66,Contributor Covenant,True,discourse/discourse,,380
hashicorp,terraform,38425,8894,1197,False,False,"[{'name': 'Go', 'size': 11133068}, {'name': 'MDX', 'size': 1250451}, {'name': 'HTML', 'size': 51747}, {'name': 'HCL', 'size': 34535}, {'name': 'Shell', 'size': 15942}, {'name': 'Makefile', 'size': 3540}, {'name': 'Dockerfile', 'size': 874}]",7,"[{'name': 'graph', 'stars': 147}, {'name': 'infrastructure-as-code', 'stars': 166}, {'name': 'terraform', 'stars': 12525}, {'name': 'cloud', 'stars': 432}, {'name': 'cloud-management', 'stars': 24}]",5,302156,13338,20037,"Terraform enables you to safely and predictably create, change, and improve infrastructure. It is a source-available tool that codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned.",Go,2014-03-13T22:25:48Z,2023-08-18T02:12:43Z,31398.0,Other,225,Other,True,hashicorp/terraform,,360
ggerganov,llama.cpp,38412,5365,398,False,False,"[{'name': 'C', 'size': 889412}, {'name': 'C++', 'size': 393617}, {'name': 'Cuda', 'size': 243448}, {'name': 'Metal', 'size': 71628}, {'name': 'Python', 'size': 62423}, {'name': 'Objective-C', 'size': 56767}, {'name': 'Shell', 'size': 35778}, {'name': 'CMake', 'size': 24779}, {'name': 'Makefile', 'size': 13835}, {'name': 'Zig', 'size': 5004}]",13,[],0,7156,1109,1088,Port of Facebook's LLaMA model in C/C++,C,2023-03-10T18:58:00Z,2023-08-18T07:37:21Z,1000.0,MIT License,51,,True,ggerganov/llama.cpp,,473
meilisearch,meilisearch,38339,1420,279,False,False,"[{'name': 'Rust', 'size': 3753099}, {'name': 'Shell', 'size': 5572}, {'name': 'Dockerfile', 'size': 1378}]",3,"[{'name': 'search-engine', 'stars': 241}, {'name': 'rust', 'stars': 36382}, {'name': 'typo-tolerance', 'stars': 3}, {'name': 'synonyms', 'stars': 9}, {'name': 'site-search', 'stars': 5}, {'name': 'database', 'stars': 82137}, {'name': 'enterprise-search', 'stars': 4}, {'name': 'api', 'stars': 90666}, {'name': 'rest', 'stars': 121}, {'name': 'search', 'stars': 89}]",19,56666,1653,1582,"A lightning-fast search engine that fits effortlessly into your apps, websites, and workflow.",Rust,2018-04-23T11:45:28Z,2023-08-17T15:23:40Z,8415.0,MIT License,21,Contributor Covenant,True,meilisearch/meilisearch,,170
Leaflet,Leaflet,38196,5691,901,False,False,"[{'name': 'JavaScript', 'size': 987034}, {'name': 'HTML', 'size': 125734}, {'name': 'Handlebars', 'size': 8760}, {'name': 'CSS', 'size': 150}, {'name': 'Shell', 'size': 58}]",5,"[{'name': 'javascript', 'stars': 163762}, {'name': 'leaflet', 'stars': 46}, {'name': 'maps', 'stars': 94}, {'name': 'hacktoberfest', 'stars': 26059}]",4,57564,3876,5061,🍃 JavaScript library for mobile-friendly interactive maps 🇺🇦,JavaScript,2010-09-22T16:57:44Z,2023-08-17T20:33:49Z,7696.0,"BSD 2-Clause ""Simplified"" License",22,Contributor Covenant,True,Leaflet/Leaflet,,379
poteto,hiring-without-whiteboards,38150,3194,753,False,False,"[{'name': 'JavaScript', 'size': 20}]",1,"[{'name': 'interview', 'stars': 243}, {'name': 'hiring', 'stars': 42}, {'name': 'whiteboard', 'stars': 51}, {'name': 'jobs', 'stars': 90}, {'name': 'tech', 'stars': 60}, {'name': 'airtable', 'stars': 39}, {'name': 'hiring-without-whiteboards', 'stars': 3}]",7,3313,1344,0,⭐️  Companies that don't have a broken hiring process,JavaScript,2017-03-15T05:09:01Z,2023-08-15T20:34:03Z,2012.0,MIT License,4,Contributor Covenant,True,poteto/hiring-without-whiteboards,,426
google,zx,38127,973,154,False,False,"[{'name': 'JavaScript', 'size': 42453}, {'name': 'TypeScript', 'size': 40595}]",2,"[{'name': 'javascript', 'stars': 163762}, {'name': 'nodejs', 'stars': 74528}, {'name': 'shell', 'stars': 22608}, {'name': 'bash', 'stars': 47178}, {'name': 'cli', 'stars': 50579}]",5,659,220,350,A tool for writing better scripts,JavaScript,2021-05-05T05:50:01Z,2023-08-17T22:36:09Z,488.0,Apache License 2.0,2,Other,True,google/zx,,49
GitSquared,edex-ui,38094,2351,1473,False,True,"[{'name': 'JavaScript', 'size': 411622}, {'name': 'CSS', 'size': 53999}, {'name': 'HTML', 'size': 3423}]",3,"[{'name': 'terminal', 'stars': 42044}, {'name': 'science-fiction', 'stars': 18}, {'name': 'linux', 'stars': 106623}, {'name': 'windows', 'stars': 34209}, {'name': 'nodejs', 'stars': 74528}, {'name': 'electron', 'stars': 23645}, {'name': 'edex-ui', 'stars': 15}, {'name': 'shell', 'stars': 22608}, {'name': 'macos', 'stars': 33710}, {'name': 'desktop', 'stars': 119}]",13,31579,475,559,"A cross-platform, customizable science fiction terminal emulator with advanced monitoring & touchscreen support.",JavaScript,2017-01-28T09:35:02Z,2021-10-19T22:38:47Z,1428.0,GNU General Public License v3.0,1,,True,GitSquared/edex-ui,,57
jesseduffield,lazygit,38092,1499,263,False,False,"[{'name': 'Go', 'size': 2363730}, {'name': 'Shell', 'size': 3522}, {'name': 'Dockerfile', 'size': 1284}]",3,"[{'name': 'cli', 'stars': 50579}, {'name': 'git', 'stars': 75615}, {'name': 'terminal', 'stars': 42044}]",3,132032,1291,1459,simple terminal UI for git commands,Go,2018-05-19T00:53:06Z,2023-08-18T05:55:37Z,4653.0,MIT License,5,Other,True,jesseduffield/lazygit,,256
yangshun,front-end-interview-handbook,38054,5456,774,False,False,"[{'name': 'MDX', 'size': 1049578}, {'name': 'JavaScript', 'size': 43436}, {'name': 'CSS', 'size': 5850}]",3,"[{'name': 'front-end', 'stars': 177}, {'name': 'interview-questions', 'stars': 240}, {'name': 'html', 'stars': 107963}, {'name': 'javascript', 'stars': 163762}, {'name': 'css', 'stars': 96882}, {'name': 'web-development', 'stars': 481}, {'name': 'css-questions', 'stars': 7}, {'name': 'js-questions', 'stars': 5}, {'name': 'html-questions', 'stars': 3}, {'name': 'interview-test', 'stars': 33}]",15,5611,267,92,⚡️ Front End interview preparation materials for busy engineers,MDX,2018-01-13T19:40:08Z,2023-08-12T22:17:03Z,642.0,MIT License,1,Other,True,yangshun/front-end-interview-handbook,,179
romkatv,powerlevel10k,37993,1941,159,False,False,"[{'name': 'Shell', 'size': 987882}, {'name': 'C++', 'size': 163437}, {'name': 'Makefile', 'size': 2055}]",3,"[{'name': 'zsh', 'stars': 387}]",1,71798,210,2197,A Zsh theme,Shell,2019-02-24T19:09:45Z,2023-08-15T08:30:36Z,4192.0,MIT License,1,,True,romkatv/powerlevel10k,,257
laurent22,joplin,37969,4094,467,False,False,"[{'name': 'TypeScript', 'size': 5472675}, {'name': 'JavaScript', 'size': 2634287}, {'name': 'HTML', 'size': 150699}, {'name': 'Java', 'size': 132124}, {'name': 'CSS', 'size': 127138}, {'name': 'Mustache', 'size': 73390}, {'name': 'Objective-C', 'size': 47137}, {'name': 'Handlebars', 'size': 31635}, {'name': 'Shell', 'size': 26378}, {'name': 'SCSS', 'size': 6265}]",16,"[{'name': 'react-native', 'stars': 32955}, {'name': 'nodejs', 'stars': 74528}, {'name': 'onedrive', 'stars': 28}, {'name': 'android', 'stars': 139799}, {'name': 'synchronisation', 'stars': 4}, {'name': 'electron', 'stars': 23645}, {'name': 'evernote', 'stars': 15}, {'name': 'enex-files', 'stars': 0}, {'name': 'nextcloud', 'stars': 76}, {'name': 'webdav', 'stars': 30}]",15,391084,3099,5543,"Joplin - the secure note taking and to-do app with synchronisation capabilities for Windows, macOS, Linux, Android and iOS.",TypeScript,2017-01-16T21:49:41Z,2023-08-18T08:45:50Z,9737.0,Other,9,,True,laurent22/joplin,,435
go-gitea,gitea,37927,4794,496,False,False,"[{'name': 'Go', 'size': 10697554}, {'name': 'Handlebars', 'size': 1197860}, {'name': 'Roff', 'size': 845038}, {'name': 'JavaScript', 'size': 360691}, {'name': 'CSS', 'size': 311224}, {'name': 'Vue', 'size': 101079}, {'name': 'Makefile', 'size': 43778}, {'name': 'Shell', 'size': 43585}, {'name': 'Jsonnet', 'size': 15432}, {'name': 'Less', 'size': 4789}]",11,"[{'name': 'gitea', 'stars': 15}, {'name': 'golang', 'stars': 1856}, {'name': 'devops', 'stars': 1156}, {'name': 'git', 'stars': 75615}, {'name': 'gitlab', 'stars': 78}, {'name': 'github', 'stars': 1311}, {'name': 'go', 'stars': 58453}, {'name': 'gogs', 'stars': 5}, {'name': 'hacktoberfest', 'stars': 26059}, {'name': 'git-gui', 'stars': 6}]",12,273988,14883,11479,"Git with a cup of tea! Painless self-hosted all-in-one software development service, including Git hosting, code review, team collaboration, package registry and CI/CD",Go,2016-11-01T02:13:26Z,2023-08-18T09:04:25Z,16189.0,MIT License,58,Go,True,go-gitea/gitea,,401
faif,python-patterns,37896,6864,1655,False,False,"[{'name': 'Python', 'size': 123063}, {'name': 'Makefile', 'size': 1865}]",2,"[{'name': 'python', 'stars': 277238}, {'name': 'idioms', 'stars': 7}, {'name': 'design-patterns', 'stars': 256}]",3,3777,322,84,A collection of design patterns/idioms in Python,Python,2012-06-06T21:02:35Z,2023-08-14T05:45:27Z,830.0,,1,,True,faif/python-patterns,,101
Asabeneh,30-Days-Of-JavaScript,37869,8980,818,False,False,"[{'name': 'JavaScript', 'size': 1950130}, {'name': 'HTML', 'size': 36026}]",2,"[{'name': '30daysofjavascript', 'stars': 14}, {'name': 'javascript-for-everyone', 'stars': 1}, {'name': 'css', 'stars': 96882}, {'name': 'html', 'stars': 107963}, {'name': 'javascript', 'stars': 163762}, {'name': 'react', 'stars': 95607}, {'name': 'angular', 'stars': 62167}, {'name': 'js', 'stars': 1124}, {'name': 'json', 'stars': 46683}, {'name': 'node', 'stars': 603}]",20,124975,572,131,"30 days of JavaScript programming challenge is a step-by-step guide to learn JavaScript programming language in 30 days. This challenge may take more than 100 days,  please just follow your own pace. These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw",JavaScript,2019-12-23T14:07:40Z,2023-08-17T21:28:17Z,567.0,,1,,True,Asabeneh/30-Days-Of-JavaScript,,42
FFmpeg,FFmpeg,37824,11218,1379,False,False,"[{'name': 'C', 'size': 61453196}, {'name': 'Assembly', 'size': 4887945}, {'name': 'Makefile', 'size': 883437}, {'name': 'C++', 'size': 121694}, {'name': 'Objective-C', 'size': 104903}, {'name': 'Cuda', 'size': 84917}, {'name': 'Shell', 'size': 56488}, {'name': 'Perl', 'size': 24964}, {'name': 'Metal', 'size': 7961}, {'name': 'Python', 'size': 5992}]",15,"[{'name': 'ffmpeg', 'stars': 173}, {'name': 'video', 'stars': 331}, {'name': 'audio', 'stars': 287}, {'name': 'c', 'stars': 105729}, {'name': 'mpeg', 'stars': 8}, {'name': 'webm', 'stars': 21}, {'name': 'mp4', 'stars': 13}, {'name': 'matroska', 'stars': 6}, {'name': 'hls', 'stars': 48}, {'name': 'rtsp', 'stars': 33}]",15,373131,382,0,Mirror of https://git.ffmpeg.org/ffmpeg.git,C,2011-04-14T14:12:38Z,2023-08-18T09:05:07Z,111789.0,Other,3,,True,FFmpeg/FFmpeg,,307
FFmpeg,FFmpeg,37824,11218,1379,False,False,"[{'name': 'C', 'size': 61453196}, {'name': 'Assembly', 'size': 4887945}, {'name': 'Makefile', 'size': 883437}, {'name': 'C++', 'size': 121694}, {'name': 'Objective-C', 'size': 104903}, {'name': 'Cuda', 'size': 84917}, {'name': 'Shell', 'size': 56488}, {'name': 'Perl', 'size': 24964}, {'name': 'Metal', 'size': 7961}, {'name': 'Python', 'size': 5992}]",15,"[{'name': 'ffmpeg', 'stars': 173}, {'name': 'video', 'stars': 331}, {'name': 'audio', 'stars': 287}, {'name': 'c', 'stars': 105729}, {'name': 'mpeg', 'stars': 8}, {'name': 'webm', 'stars': 21}, {'name': 'mp4', 'stars': 13}, {'name': 'matroska', 'stars': 6}, {'name': 'hls', 'stars': 48}, {'name': 'rtsp', 'stars': 33}]",15,373131,382,0,Mirror of https://git.ffmpeg.org/ffmpeg.git,C,2011-04-14T14:12:38Z,2023-08-18T09:05:07Z,111789.0,Other,3,,True,FFmpeg/FFmpeg,,307
streamich,react-use,37804,2991,260,False,False,"[{'name': 'TypeScript', 'size': 464278}, {'name': 'JavaScript', 'size': 2518}]",2,[],0,84043,1963,549,React Hooks — 👍,TypeScript,2018-10-27T10:16:05Z,2023-08-11T09:36:21Z,2947.0,The Unlicense,2,,True,streamich/react-use,,166
vuetifyjs,vuetify,37669,6879,590,False,False,"[{'name': 'TypeScript', 'size': 2146911}, {'name': 'Vue', 'size': 1396410}, {'name': 'Sass', 'size': 205690}, {'name': 'SCSS', 'size': 143475}, {'name': 'JavaScript', 'size': 74637}, {'name': 'HTML', 'size': 2295}, {'name': 'Shell', 'size': 212}, {'name': 'Dockerfile', 'size': 96}]",8,"[{'name': 'vue', 'stars': 57868}, {'name': 'vuejs', 'stars': 527}, {'name': 'vue-components', 'stars': 34}, {'name': 'material-design', 'stars': 14520}, {'name': 'material', 'stars': 85}, {'name': 'material-theme', 'stars': 12}, {'name': 'material-components', 'stars': 18}, {'name': 'javascript', 'stars': 163762}, {'name': 'semantic', 'stars': 15}, {'name': 'vue-material', 'stars': 12}]",19,84335,4708,12618,🐉 Vue Component Framework,TypeScript,2016-09-12T00:39:35Z,2023-08-18T08:13:27Z,14571.0,MIT License,12,Contributor Covenant,True,vuetifyjs/vuetify,,437
fastlane,fastlane,37435,5598,753,False,False,"[{'name': 'Ruby', 'size': 6263281}, {'name': 'Swift', 'size': 1109531}, {'name': 'HTML', 'size': 78111}, {'name': 'Objective-C', 'size': 57807}, {'name': 'Java', 'size': 50658}, {'name': 'Shell', 'size': 50563}, {'name': 'Lua', 'size': 228}, {'name': 'JavaScript', 'size': 39}]",8,"[{'name': 'fastlane', 'stars': 12}, {'name': 'automation', 'stars': 1054}, {'name': 'screenshots', 'stars': 8}, {'name': 'ios', 'stars': 40513}, {'name': 'android', 'stars': 139799}, {'name': 'apps', 'stars': 207}, {'name': 'deployment', 'stars': 19299}, {'name': 'mobile', 'stars': 20954}, {'name': 'ruby', 'stars': 20334}, {'name': 'hacktoberfest', 'stars': 26059}]",11,81664,7217,12632,🚀 The easiest way to automate building and releasing your iOS and Android apps,Ruby,2014-12-02T17:00:38Z,2023-08-18T05:29:23Z,16431.0,MIT License,29,Contributor Covenant,True,fastlane/fastlane,,383
AppFlowy-IO,AppFlowy,37434,2309,306,False,False,"[{'name': 'Dart', 'size': 2455057}, {'name': 'Rust', 'size': 1914910}, {'name': 'TypeScript', 'size': 962499}, {'name': 'C++', 'size': 92030}, {'name': 'CMake', 'size': 56830}, {'name': 'Shell', 'size': 28758}, {'name': 'CSS', 'size': 18803}, {'name': 'JavaScript', 'size': 13881}, {'name': 'Ruby', 'size': 13755}, {'name': 'Swift', 'size': 12004}]",19,"[{'name': 'flutter', 'stars': 4350}, {'name': 'flutter-apps', 'stars': 480}, {'name': 'flutter-examples', 'stars': 282}, {'name': 'flutter-app', 'stars': 143}, {'name': 'flutter-ui', 'stars': 235}, {'name': 'rust', 'stars': 36382}, {'name': 'rust-language', 'stars': 13}, {'name': 'rust-lang', 'stars': 52}, {'name': 'notion', 'stars': 156}, {'name': 'notion-alternative', 'stars': 24}]",18,49104,1697,1434,AppFlowy is an open-source alternative to Notion. You are in charge of your data and customizations. Built with Flutter and Rust.,Dart,2021-06-16T12:56:48Z,2023-08-18T08:46:39Z,4491.0,GNU Affero General Public License v3.0,14,Contributor Covenant,True,AppFlowy-IO/AppFlowy,,298
akullpp,awesome-java,37356,7194,2232,False,False,[],0,"[{'name': 'awesome', 'stars': 68077}, {'name': 'awesome-list', 'stars': 1706}]",2,1949,921,121,"A curated list of awesome frameworks, libraries and software for the Java programming language.",,2014-07-09T10:12:43Z,2023-08-17T08:21:57Z,1641.0,Other,5,,True,akullpp/awesome-java,,336
nocodb,nocodb,37345,2424,343,False,False,"[{'name': 'TypeScript', 'size': 5066916}, {'name': 'Vue', 'size': 1178022}, {'name': 'JavaScript', 'size': 722473}, {'name': 'PLpgSQL', 'size': 101494}, {'name': 'CSS', 'size': 36781}, {'name': 'TSQL', 'size': 15401}, {'name': 'Shell', 'size': 6669}, {'name': 'SCSS', 'size': 6343}, {'name': 'Dockerfile', 'size': 4495}, {'name': 'Smarty', 'size': 2321}]",10,"[{'name': 'automatic-api', 'stars': 31}, {'name': 'airtable', 'stars': 39}, {'name': 'no-code', 'stars': 200}, {'name': 'no-code-database', 'stars': 14}, {'name': 'mysql', 'stars': 61814}, {'name': 'postgresql', 'stars': 30547}, {'name': 'sqlserver', 'stars': 94}, {'name': 'sqlite', 'stars': 494}, {'name': 'mariadb', 'stars': 41}, {'name': 'airtable-alternative', 'stars': 17}]",19,939618,2365,2357,🔥 🔥 🔥 Open Source Airtable Alternative,TypeScript,2017-10-29T18:51:48Z,2023-08-18T08:59:22Z,15625.0,GNU Affero General Public License v3.0,9,Contributor Covenant,True,nocodb/nocodb,,268
facebookresearch,segment-anything,37326,4264,268,False,False,"[{'name': 'Jupyter Notebook', 'size': 12784433}, {'name': 'Python', 'size': 113808}, {'name': 'Shell', 'size': 564}]",3,[],0,10990,87,439,"The repository provides code for running inference with the SegmentAnything Model (SAM), links for downloading the trained model checkpoints, and example notebooks that show how to use the model.",Jupyter Notebook,2023-03-23T17:03:03Z,2023-08-10T02:51:23Z,46.0,Apache License 2.0,50,Contributor Covenant,True,facebookresearch/segment-anything,,16
impress,impress.js,37294,6809,1238,False,False,"[{'name': 'JavaScript', 'size': 442993}, {'name': 'HTML', 'size': 32964}, {'name': 'CSS', 'size': 25030}]",3,[],0,4678,375,473,It's a presentation framework based on the power of CSS3 transforms and transitions in modern browsers and inspired by the idea behind prezi.com.,JavaScript,2011-12-28T22:23:19Z,2023-07-27T10:29:50Z,413.0,MIT License,5,,True,impress/impress.js,,83
hexojs,hexo,37277,4611,829,False,False,"[{'name': 'JavaScript', 'size': 755686}, {'name': 'Shell', 'size': 58}]",2,"[{'name': 'hexo', 'stars': 42}, {'name': 'javascript', 'stars': 163762}, {'name': 'nodejs', 'stars': 74528}, {'name': 'static-site-generator', 'stars': 312}]",4,7620,1171,3858,"A fast, simple & powerful blog framework, powered by Node.js.",JavaScript,2012-09-23T15:17:08Z,2023-08-14T23:38:56Z,3591.0,MIT License,47,Contributor Covenant,True,hexojs/hexo,,173
alex,what-happens-when,37103,3723,736,False,False,[],0,[],0,260,949,187,"An attempt to answer the age old interview question ""What happens when you type google.com into your browser and press enter?""",,2013-11-07T04:30:06Z,2023-08-17T15:25:02Z,294.0,,4,,True,alex/what-happens-when,,69
firstcontributions,first-contributions,37095,63798,507,False,False,[],0,"[{'name': 'open-source', 'stars': 1748}, {'name': 'tutorial', 'stars': 257}, {'name': 'contribution', 'stars': 12}, {'name': 'community', 'stars': 124}, {'name': 'tutorials', 'stars': 155}, {'name': 'beginner', 'stars': 76}, {'name': 'beginner-friendly', 'stars': 215}, {'name': 'contributions', 'stars': 10}, {'name': 'contributions-welcome', 'stars': 166}, {'name': 'good-first-issue', 'stars': 1724}]",11,29458,70974,620,🚀✨ Help beginners to contribute to open source projects,,2016-09-20T14:35:09Z,2023-08-18T08:59:14Z,20802.0,MIT License,53,Contributor Covenant,True,firstcontributions/first-contributions,,455
gorhill,uBlock,37004,2796,867,False,False,"[{'name': 'JavaScript', 'size': 2376832}, {'name': 'CSS', 'size': 138691}, {'name': 'HTML', 'size': 95515}, {'name': 'WebAssembly', 'size': 71313}, {'name': 'Shell', 'size': 15871}, {'name': 'Python', 'size': 2821}, {'name': 'Makefile', 'size': 2245}]",7,"[{'name': 'ublock-origin', 'stars': 43}, {'name': 'blocker', 'stars': 30}, {'name': 'firefox', 'stars': 30667}, {'name': 'chromium', 'stars': 116}, {'name': 'ublock', 'stars': 14}, {'name': 'javascript', 'stars': 163762}, {'name': 'browser-extension', 'stars': 143}]",7,139933,367,3450,uBlock Origin - An efficient blocker for Chromium and Firefox. Fast and lean.,JavaScript,2015-04-01T17:51:11Z,2023-08-17T21:12:24Z,11261.0,GNU General Public License v3.0,1,,True,gorhill/uBlock,,104
topjohnwu,Magisk,36921,9736,1429,False,False,"[{'name': 'C++', 'size': 569844}, {'name': 'Kotlin', 'size': 395773}, {'name': 'Rust', 'size': 124297}, {'name': 'Java', 'size': 124034}, {'name': 'Shell', 'size': 52910}, {'name': 'Python', 'size': 30780}, {'name': 'Makefile', 'size': 5945}, {'name': 'C', 'size': 1527}, {'name': 'AIDL', 'size': 255}]",9,[],0,57882,2015,5021,The Magic Mask for Android,C++,2016-09-08T12:42:53Z,2023-08-18T04:24:32Z,6445.0,GNU General Public License v3.0,6,,True,topjohnwu/Magisk,,267
